,cutoff,AutoARIMA,HoltWinters,SeasonalNaive
0,2022-03-01,0.13428929585015797,0.14815203227044527,0.15316647114022372
1,2022-04-01,0.12486646097497163,0.15842700739123272,0.15121767257763194
2,2022-05-01,0.12496828487196629,0.17045435008736354,0.1590009329979246
3,2022-06-01,0.11771566861037797,0.17620526423793526,0.16755500328522474
4,2022-07-01,0.10251673774462827,0.1781943854302349,0.17173505755119906
5,2022-08-01,0.12747140887771677,0.1881521741745508,0.17758659011533962
6,2022-09-01,0.13880937875985455,0.17683734247012464,0.1818548508617102
7,2022-10-01,0.12543230854272,0.1576372636041803,0.17499132225464833
8,2022-11-01,0.12160340506243002,0.14694504804930061,0.17091887062575734
9,2022-12-01,0.1135552828224908,0.13535170268868937,0.15723870205222207
