,cutoff,AutoARIMA,HoltWinters,SeasonalNaive
0,2022-03-01,0.10006471812904293,0.1109133253348557,0.1630557509392908
1,2022-04-01,0.08062204776915337,0.11014542273637089,0.15651487723795604
2,2022-05-01,0.07595989771836967,0.11659493927245382,0.15773517032308054
3,2022-06-01,0.07366738082823121,0.1276742623215122,0.1624124629502163
4,2022-07-01,0.0786590815484636,0.13962838467919747,0.1648313587000493
5,2022-08-01,0.10218516719556918,0.16160965640229094,0.18041566044792698
6,2022-09-01,0.12680092069832213,0.16186759575166904,0.2006350816121465
7,2022-10-01,0.10404996506405889,0.1438242598175973,0.1993412175412224
8,2022-11-01,0.12443325105970837,0.14374980599216552,0.2090550638553503
9,2022-12-01,0.11512361889514683,0.12782698601651188,0.20210739778517547
10,2023-01-01,0.11332377748430701,0.11771137259312736,0.20299255975461503
11,2023-02-01,0.10997683969711429,0.11253952717120697,0.18159697360514188
12,2023-03-01,0.09824117138632787,0.11404426031652665,0.17497173463120372
13,2023-04-01,0.09186865124236356,0.10782233859482743,0.15625552195006814
14,2023-05-01,0.08944275590333546,0.10192801627801037,0.1568629844637105
15,2023-06-01,0.09413269902857449,0.0997898925996799,0.13461066629980128
