,cutoff,AutoARIMA,HoltWinters,SeasonalNaive
0,2022-03-01,0.10791924766780195,0.12703243963254093,0.20222226737537183
1,2022-04-01,0.07038916249938165,0.12136003265800265,0.18273237935115721
2,2022-05-01,0.07165812033667464,0.12152355186251355,0.15015929752880208
3,2022-06-01,0.10619930532722051,0.14495712434269917,0.19555677445214134
4,2022-07-01,0.08347299312512227,0.13449534625200832,0.18465458782133748
5,2022-08-01,0.10372589412956838,0.1518896700328655,0.17916608308335139
6,2022-09-01,0.12440869408083025,0.16037133219447747,0.20055455700528033
7,2022-10-01,0.10623104360380617,0.14450460964982423,0.21386733867964206
8,2022-11-01,0.1132807593000942,0.1462633723275151,0.2232632979614569
9,2022-12-01,0.116000181980049,0.1356160283225746,0.1997416976886651
10,2023-01-01,0.16543709202082532,0.1457329986880242,0.26104779258021604
11,2023-02-01,0.12918919317258087,0.12972480848519582,0.21241759465035057
12,2023-03-01,0.11174046318517813,0.1296160476272419,0.2002269820099151
13,2023-04-01,0.09689924509260481,0.11164134837977482,0.18372546114305383
14,2023-05-01,0.10203003592425508,0.11355581591244518,0.1915932377927371
15,2023-06-01,0.09740954742695719,0.10795718822885644,0.14748707625137425
16,2023-07-01,0.1130514728141182,0.11388241163407263,0.18810198068700038
17,2023-08-01,0.15414844344374037,0.14095864615017764,0.15955066276337382
