,cutoff,AutoARIMA,HoltWinters,SeasonalNaive
0,2022-03-01,0.08986369649933951,0.09032857096571807,0.16440649005039423
1,2022-04-01,0.046291327769290215,0.08708008259409933,0.14253326724205853
2,2022-05-01,0.04792719957429559,0.09341979857204999,0.12407675276408214
3,2022-06-01,0.0816423577422464,0.10154286991906379,0.15068879544266578
4,2022-07-01,0.06022218935085427,0.10809277711872436,0.15884878811290348
5,2022-08-01,0.07167899211946178,0.11167738612647124,0.13749642317542551
6,2022-09-01,0.08335973238279042,0.11877285540337293,0.16182883077680654
7,2022-10-01,0.0593625757786143,0.10539873270870005,0.16439172022873125
8,2022-11-01,0.06270929866502656,0.09758110867861128,0.17396302741156683
9,2022-12-01,0.07268607354664416,0.10288023493437025,0.14636823140989838
10,2023-01-01,0.10889924967581117,0.10753978494602051,0.1887220894838167
11,2023-02-01,0.08953039298993096,0.09102218130366085,0.1599961345252685
12,2023-03-01,0.07769780664108313,0.09651442806895315,0.1569313638917447
13,2023-04-01,0.06466784812547399,0.07682551293667768,0.1397519824041216
14,2023-05-01,0.05277032807151354,0.07676529993480757,0.13378358663637216
15,2023-06-01,0.0627580750754653,0.07569337871992318,0.11105469122628753
16,2023-07-01,0.0713578902211272,0.08291137855050947,0.1404250285014936
17,2023-08-01,0.1084936082684296,0.0938312855105623,0.10969522349090145
