,cutoff,AutoARIMA,HoltWinters,SeasonalNaive
0,2022-03-01,0.10725555315492735,0.11751479564737402,0.1344834143623059
1,2022-04-01,0.10113352055657455,0.12778015766797413,0.13145676352260718
2,2022-05-01,0.1012804687863255,0.1390686658585578,0.1367745732401327
3,2022-06-01,0.0980525266389426,0.1417281335301053,0.1424426063673858
4,2022-07-01,0.07761243915949896,0.14165963304092602,0.14235023109214334
5,2022-08-01,0.09902300267363356,0.14863763525411952,0.14420381834992266
6,2022-09-01,0.092144216483973,0.1386532257966702,0.14533386434910947
7,2022-10-01,0.07425177315643265,0.12761158235016545,0.1391361991371785
8,2022-11-01,0.07539017093316279,0.11879796551236006,0.13395949069467242
9,2022-12-01,0.07157402661534183,0.11131558326652279,0.1209943609561316
