,cutoff,AutoARIMA,HoltWinters,SeasonalNaive
0,2022-03-01,0.07781464039421189,0.07967043970339152,0.13553947210748699
1,2022-04-01,0.06414811400784462,0.09039134645254057,0.1309286698628117
2,2022-05-01,0.05850724409080168,0.09698142106067599,0.13864564156607923
3,2022-06-01,0.06046480092465494,0.10248576503695073,0.13995182288993993
4,2022-07-01,0.05492554405981114,0.10927372129130576,0.13859042969127938
5,2022-08-01,0.07659400462324423,0.12435890628932587,0.14781475809784703
6,2022-09-01,0.0870650000807531,0.11940840232109447,0.16342487339150735
7,2022-10-01,0.05652093764076478,0.10876011995251236,0.15607499229912045
8,2022-11-01,0.07472141768590491,0.10702196398943195,0.16006013040758235
9,2022-12-01,0.08096547641881865,0.10052162755729813,0.15505346995980587
10,2023-01-01,0.08414729045971711,0.09254982525112432,0.1544659629695444
11,2023-02-01,0.08622229879891749,0.08533262777146704,0.1447534821837491
12,2023-03-01,0.06775156120284814,0.0834648851700736,0.1355664353072389
13,2023-04-01,0.06642222769702048,0.07556774149298534,0.12120413512699117
14,2023-05-01,0.05615063350771034,0.0760197629077824,0.119726931868712
15,2023-06-01,0.06259987055304704,0.07348116874245549,0.10549766539411419
