,cutoff,AutoARIMA,HoltWinters,SeasonalNaive
0,2022-03-01,0.019166014427198216,0.05287849371647743,0.09334222024735243
1,2022-04-01,0.022812088745654994,0.020720206349720337,0.06945868433845032
2,2022-05-01,0.0240089392371812,0.008300302927160991,0.043914919301183415
3,2022-06-01,0.0667343827502699,0.03668983130263747,0.09263090393569968
4,2022-07-01,0.04615498553300625,0.02818253572109746,0.08421251263072034
5,2022-08-01,0.014291931345564602,0.027293696288203967,0.07111154304151782
6,2022-09-01,0.04716449391369547,0.04650159254704039,0.11338477155774553
7,2022-10-01,0.03629128536044483,0.028366135963379092,0.13120582974025102
8,2022-11-01,0.025711291043839603,0.029220391668890785,0.13884160794107822
9,2022-12-01,0.00622681761883606,0.009721116629368991,0.1072097372298753
10,2023-01-01,0.05631719019650727,0.02082224035180018,0.14723682736782673
11,2023-02-01,0.04645288449586989,0.059471411427460256,0.14334065102162521
12,2023-03-01,0.004378830259131946,0.06287046948037268,0.13033008263062903
13,2023-04-01,0.009587651336646307,0.013884715963135869,0.10563087618527565
14,2023-05-01,0.0018695182329613637,0.003715184910019173,0.10132828760139546
15,2023-06-01,0.0424692637054125,0.027827309302381763,0.04750393140284926
16,2023-07-01,0.019576509070547997,0.00873510778213585,0.08602639472118798
17,2023-08-01,0.040706710121334325,0.0483699644961988,0.0356960460351931
