,cutoff,AutoARIMA,HoltWinters,SeasonalNaive
0,2022-03-01,0.061629360146412876,0.03644760256350915,0.07571643012869914
1,2022-04-01,0.06779865740569219,0.03199297480042954,0.07856005720645573
2,2022-05-01,0.06618184259835584,0.036015612588007284,0.08852702907525646
3,2022-06-01,0.0691834934834449,0.048343862486480815,0.10419772263032083
4,2022-07-01,0.02258474086060708,0.04195987794557038,0.10663872596839008
5,2022-08-01,0.088882862110547,0.04045955291069315,0.11722644466829858
6,2022-09-01,0.0687834097436839,0.04434913123737737,0.13011307948033124
7,2022-10-01,0.05163882825025589,0.042996162404852704,0.13306061045238937
8,2022-11-01,0.03432894864669396,0.040886601533113985,0.1286335115296592
9,2022-12-01,0.02519545040398498,0.03144530324430831,0.12243491369662425
10,2023-01-01,0.03643663632262939,0.028234985616093253,0.11250880325925526
11,2023-02-01,0.020301333437156968,0.02530781764844892,0.10269792608622362
12,2023-03-01,0.0287658239767202,0.004160519340208373,0.0844437113491505
