,cutoff,AutoARIMA,HoltWinters,SeasonalNaive
0,2022-03-01,0.09395195223656931,0.04843273915488006,0.091820387737122
1,2022-04-01,0.10161500530044885,0.039817253025160294,0.0932079110683575
2,2022-05-01,0.1002432791010546,0.041487804691300326,0.10168893906333912
3,2022-06-01,0.08446692392815262,0.05390322727568609,0.1133962327957766
4,2022-07-01,0.025739451227247325,0.05291125017938632,0.11766145870833034
5,2022-08-01,0.07450495511551566,0.05104360092764527,0.12036702057315408
6,2022-09-01,0.06526021982521785,0.045569048778054046,0.12411327303117389
7,2022-10-01,0.03969514461343677,0.032412259538192274,0.1168358948200174
8,2022-11-01,0.021681914801762597,0.029203352110890566,0.1117285450978298
9,2022-12-01,0.006543179488396139,0.015787616288207924,0.1001767491792729
